0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.18947789072990417,0.2156241536140442,0.21541868150234222,0.05266557261347771,0.06163422018289566,0.057051535695791245,0.10501275956630707,0.08994846791028976,0.11099328100681305,0.11042769253253937,0.10898901522159576,0.11217332631349564,0.3171923756599426,0.32289919257164,0.34125036001205444
0.11498036980628967,0.15332503616809845,0.14400631189346313,0.035280581563711166,0.03968696668744087,0.0372626893222332,0.09630832076072693,0.08575405925512314,0.10218613594770432,0.10366293787956238,0.1013597920536995,0.10517427325248718,0.2840860188007355,0.2896021604537964,0.3059459328651428
0.11078111827373505,0.14947593212127686,0.1398770660161972,0.03233321011066437,0.03589021414518356,0.034028712660074234,0.0935317873954773,0.0830501914024353,0.09846209734678268,0.09404507279396057,0.09311973303556442,0.09522954374551773,0.27571865916252136,0.2810083031654358,0.29686373472213745
0.10858240723609924,0.14770078659057617,0.13791146874427795,0.03133220225572586,0.035028811544179916,0.03311394527554512,0.08881445974111557,0.07928711920976639,0.09211361408233643,0.08673226088285446,0.08826320618391037,0.0883495956659317,0.27029743790626526,0.27538758516311646,0.29089564085006714
0.10672958940267563,0.14671841263771057,0.13632731139659882,0.030960679054260254,0.0345652773976326,0.03264852613210678,0.08531317859888077,0.07660789042711258,0.08808991312980652,0.08490804582834244,0.08674944192171097,0.08665962517261505,0.2677762806415558,0.2725542485713959,0.28751957416534424
0.10563458502292633,0.14574167132377625,0.1351744681596756,0.030707374215126038,0.03425329178571701,0.03235750272870064,0.08336146920919418,0.07478415966033936,0.08544471859931946,0.08374499529600143,0.08570849150419235,0.08548059314489365,0.26580750942230225,0.2701229155063629,0.2846996784210205
0.10474582016468048,0.14497949182987213,0.13428263366222382,0.030542729422450066,0.03404734656214714,0.032184526324272156,0.08254128694534302,0.07394248247146606,0.08423659205436707,0.08296436816453934,0.08505622297525406,0.08477064222097397,0.2638680338859558,0.26803016662597656,0.28249791264533997
0.1041504517197609,0.1444244682788849,0.1335451453924179,0.03039335459470749,0.03389294072985649,0.032038792967796326,0.08202182501554489,0.07348527759313583,0.08353870362043381,0.08232566714286804,0.08450901508331299,0.08412189781665802,0.262144535779953,0.26612523198127747,0.28042080998420715
0.10358888655900955,0.1439562439918518,0.1330733299255371,0.03026987984776497,0.03374626487493515,0.03191274404525757,0.08168622106313705,0.07316698879003525,0.08303765207529068,0.08174458146095276,0.08397959917783737,0.08357164263725281,0.2605660855770111,0.26448696851730347,0.27850815653800964
0.10308351367712021,0.14355550706386566,0.1325518637895584,0.030173571780323982,0.03362143784761429,0.03178740292787552,0.08139919489622116,0.07294914126396179,0.08267416805028915,0.0813060998916626,0.08360926806926727,0.08316230028867722,0.2590661644935608,0.2629404366016388,0.27698323130607605
0.10271773487329483,0.14318180084228516,0.1321309208869934,0.03006618283689022,0.03353080898523331,0.03167645260691643,0.08115588873624802,0.07272209972143173,0.08235768973827362,0.08092976361513138,0.08327292650938034,0.08278010785579681,0.25789839029312134,0.2616869807243347,0.2755809724330902
0.10234721750020981,0.14286477863788605,0.13174310326576233,0.029996350407600403,0.033423714339733124,0.03161223232746124,0.08099797368049622,0.07253018766641617,0.08212278038263321,0.080597884953022,0.08294733613729477,0.08243587613105774,0.2568182945251465,0.26068776845932007,0.274411141872406
0.1020209789276123,0.14256231486797333,0.13144426047801971,0.02989739552140236,0.03331786394119263,0.031523555517196655,0.08084332197904587,0.07239378988742828,0.0819266214966774,0.08023802191019058,0.08265482634305954,0.08214745670557022,0.2557377517223358,0.25971323251724243,0.2732325792312622
0.10159952938556671,0.14221256971359253,0.13108916580677032,0.029809970408678055,0.033216629177331924,0.03145267814397812,0.08075223118066788,0.07224214822053909,0.08173347264528275,0.07994309812784195,0.08242492377758026,0.08189627528190613,0.2548467218875885,0.2587832808494568,0.2720701992511749
0.1013118252158165,0.141968235373497,0.13083596527576447,0.029740678146481514,0.03310617059469223,0.03136341646313667,0.08063158392906189,0.07214195281267166,0.08158300071954727,0.07970530539751053,0.08220480382442474,0.08163002878427505,0.25387540459632874,0.25790393352508545,0.27107468247413635
0.10099232941865921,0.14173750579357147,0.13058702647686005,0.029670357704162598,0.03301631286740303,0.03129143640398979,0.08048449456691742,0.07205495983362198,0.08139433711767197,0.07945781201124191,0.08197737485170364,0.08141206949949265,0.25308120250701904,0.25699323415756226,0.27019795775413513
0.1007615253329277,0.14152255654335022,0.1303514689207077,0.029592741280794144,0.03295058757066727,0.03120945394039154,0.08035923540592194,0.07195283472537994,0.08127231150865555,0.07928848266601562,0.08178170025348663,0.08122032880783081,0.25229039788246155,0.25624462962150574,0.2694413959980011
0.10051719844341278,0.14129295945167542,0.13019876182079315,0.02953292801976204,0.03287018835544586,0.031150678172707558,0.08027146011590958,0.07187099009752274,0.08115287870168686,0.07911320775747299,0.08152548223733902,0.0810205414891243,0.25172552466392517,0.2553856372833252,0.2685897946357727
0.1002335473895073,0.14103500545024872,0.12994469702243805,0.02946212701499462,0.032802145928144455,0.031077628955245018,0.08016255497932434,0.0717824250459671,0.0810307040810585,0.07887754589319229,0.08138031512498856,0.08083876967430115,0.2510193884372711,0.2548191547393799,0.26783838868141174
0.09994331002235413,0.14082379639148712,0.12974441051483154,0.02941165305674076,0.032725948840379715,0.031020740047097206,0.08008261770009995,0.07168535143136978,0.08094150573015213,0.07874015718698502,0.08122094720602036,0.08070478588342667,0.25040900707244873,0.2541896104812622,0.26718080043792725
0.09966583549976349,0.14059269428253174,0.1295762062072754,0.029359830543398857,0.032669633626937866,0.030981171876192093,0.0799923688173294,0.07160396873950958,0.08080650866031647,0.07860379666090012,0.0810498520731926,0.08052072674036026,0.24984413385391235,0.25354138016700745,0.266484797000885
0.0994412750005722,0.14039844274520874,0.1293736696243286,0.02930229716002941,0.03261306881904602,0.030915047973394394,0.07992200553417206,0.07152050733566284,0.0807250365614891,0.07846537232398987,0.0809195339679718,0.08039771020412445,0.249422088265419,0.25289827585220337,0.26583001017570496
0.09913473576307297,0.14015018939971924,0.12921220064163208,0.029261011630296707,0.03255118429660797,0.03086097352206707,0.07982228696346283,0.07141941040754318,0.08062760531902313,0.07830985635519028,0.08082924038171768,0.08027803897857666,0.24883773922920227,0.2523513436317444,0.2653995454311371
0.0989052802324295,0.13987968862056732,0.12899267673492432,0.029223039746284485,0.03249458223581314,0.030817639082670212,0.07976026833057404,0.0713568925857544,0.0805329754948616,0.07818550616502762,0.08063842356204987,0.08017904311418533,0.24823877215385437,0.25184983015060425,0.2648755609989166
