0,1,2
0.3177507519721985,0.3243175446987152,0.34786972403526306
0.2647877037525177,0.27351096272468567,0.2921715974807739
0.2618241310119629,0.27005669474601746,0.28801199793815613
0.2603701651096344,0.2679763436317444,0.28563764691352844
0.2590838372707367,0.266608327627182,0.28395718336105347
0.25815242528915405,0.26502615213394165,0.28255462646484375
0.2572491765022278,0.2637735903263092,0.28111541271209717
0.2562255263328552,0.26262471079826355,0.2798634171485901
0.25513145327568054,0.26118120551109314,0.27860140800476074
0.25446099042892456,0.26008081436157227,0.27738165855407715
0.25357791781425476,0.2589731216430664,0.2760951817035675
0.25270161032676697,0.25836077332496643,0.2752964496612549
0.25197017192840576,0.25751712918281555,0.2742137908935547
0.2513491213321686,0.25669869780540466,0.2734198570251465
0.25070977210998535,0.2560648024082184,0.2727399170398712
0.24997033178806305,0.2555423378944397,0.27216005325317383
0.2497304379940033,0.2548232674598694,0.2715490758419037
0.24928326904773712,0.25436416268348694,0.2707703411579132
0.248356893658638,0.2536449730396271,0.27043700218200684
0.24815888702869415,0.2529841959476471,0.2697903513908386
0.2478124052286148,0.2527918219566345,0.26898157596588135
0.2472660392522812,0.2522711455821991,0.2687835395336151
0.24691371619701385,0.252001017332077,0.2680848240852356
0.24669276177883148,0.25228890776634216,0.2683279514312744
0.24633580446243286,0.25164666771888733,0.2680208086967468
0.2464110553264618,0.25168880820274353,0.2680605351924896
0.2457953542470932,0.250745952129364,0.26706379652023315
0.24573305249214172,0.2509031891822815,0.26691970229148865
0.2453068196773529,0.25010934472084045,0.2663325071334839
0.2448267787694931,0.24986597895622253,0.26567184925079346
0.24493896961212158,0.24985769391059875,0.26598700881004333
0.24450843036174774,0.2499079406261444,0.2657278776168823
0.24412435293197632,0.24939242005348206,0.26492756605148315
0.24437589943408966,0.24935996532440186,0.2654360234737396
0.24413353204727173,0.24923409521579742,0.26546910405158997
0.2433057427406311,0.24876150488853455,0.26438456773757935
0.243203803896904,0.24847005307674408,0.26433736085891724
0.24369679391384125,0.24962767958641052,0.2651727795600891
0.242875874042511,0.24818982183933258,0.2640119194984436
0.24242988228797913,0.24750138819217682,0.26349788904190063
0.2420276403427124,0.24739503860473633,0.26254984736442566
0.24218398332595825,0.24760636687278748,0.2631729245185852
0.24178968369960785,0.24713878333568573,0.2628030478954315
0.24198222160339355,0.24716952443122864,0.26281237602233887
0.24152646958827972,0.24689964950084686,0.2620309293270111
0.2412530481815338,0.24692116677761078,0.26226067543029785
0.24084076285362244,0.24610759317874908,0.26112207770347595
0.2404237687587738,0.24630388617515564,0.261507123708725
0.2402186095714569,0.24574615061283112,0.26148879528045654
0.24017006158828735,0.2458634227514267,0.26159346103668213
0.2401963323354721,0.24600036442279816,0.26130998134613037
0.23972150683403015,0.24519596993923187,0.2604959011077881
0.2403147965669632,0.24537914991378784,0.2608688175678253
0.2397920936346054,0.24559620022773743,0.2604595422744751
0.2393069565296173,0.24539051949977875,0.26050588488578796
0.23916608095169067,0.24474836885929108,0.26007646322250366
0.23857121169567108,0.24455316364765167,0.2595368027687073
0.2394089698791504,0.24502074718475342,0.26033857464790344
0.23848353326320648,0.2442220151424408,0.2593854069709778
0.23877204954624176,0.24539130926132202,0.2602342665195465
0.2389289289712906,0.24474762380123138,0.2601604163646698
0.2376442402601242,0.2438814342021942,0.2588558495044708
0.2371819168329239,0.2430976778268814,0.2580428421497345
0.2383473664522171,0.2438296228647232,0.25935593247413635
0.23734994232654572,0.24398653209209442,0.25823432207107544
0.23788957297801971,0.2436140477657318,0.2581574320793152
0.2372172623872757,0.24368715286254883,0.25820255279541016
0.23609286546707153,0.24307666718959808,0.25716015696525574
0.23757469654083252,0.24294666945934296,0.25830933451652527
0.23606254160404205,0.2422405183315277,0.25687316060066223
0.23622171580791473,0.24263732135295868,0.25729134678840637
0.23632372915744781,0.24255850911140442,0.25679585337638855
0.2354988306760788,0.24228815734386444,0.25641822814941406
0.23438502848148346,0.24086372554302216,0.25509321689605713
0.23501606285572052,0.24158824980258942,0.2550201416015625
0.23489640653133392,0.2411326766014099,0.2550973892211914
0.2348761260509491,0.2414299100637436,0.25601568818092346
0.23560380935668945,0.24217289686203003,0.2567169964313507
0.2342493087053299,0.24081318080425262,0.25459805130958557
0.23331649601459503,0.23996487259864807,0.2542487382888794
0.23538433015346527,0.24262036383152008,0.2576861083507538
0.23416566848754883,0.24061256647109985,0.2554774284362793
0.23598158359527588,0.241749107837677,0.25661468505859375
0.23546315729618073,0.24197903275489807,0.25595715641975403
0.2347557544708252,0.24119582772254944,0.2555898129940033
0.2330145537853241,0.23945264518260956,0.2534831762313843
0.23190729320049286,0.23880113661289215,0.2524091601371765
0.23282164335250854,0.2397937923669815,0.25293225049972534
0.2317667156457901,0.23949357867240906,0.25288519263267517
0.23200032114982605,0.23910236358642578,0.2531992197036743
0.23228897154331207,0.23929011821746826,0.2532051205635071
0.23105697333812714,0.238345205783844,0.2511829137802124
0.23185715079307556,0.23880410194396973,0.2527500092983246
0.23075984418392181,0.23789705336093903,0.251524418592453
0.22926455736160278,0.23718507587909698,0.2511889934539795
0.22959460318088531,0.23759905993938446,0.2508614659309387
0.2290910929441452,0.2365027517080307,0.2506295442581177
0.23192566633224487,0.23871372640132904,0.2527417838573456
0.22942981123924255,0.2375602126121521,0.2509937286376953
0.2286311388015747,0.23594893515110016,0.2500905692577362
0.22950248420238495,0.23668310046195984,0.25026899576187134
0.2279331386089325,0.2358786165714264,0.2491634339094162
0.2277231514453888,0.23578788340091705,0.24932771921157837
0.22802133858203888,0.23651222884655,0.24916428327560425
0.22856293618679047,0.23708488047122955,0.25003162026405334
0.2304735779762268,0.2380678355693817,0.2514635920524597
0.22784850001335144,0.23657330870628357,0.24974873661994934
0.22760164737701416,0.23590871691703796,0.2490023374557495
0.2278120070695877,0.23628219962120056,0.24902284145355225
0.23003177344799042,0.23825666308403015,0.25231441855430603
0.23114894330501556,0.2387569099664688,0.25281891226768494
0.2272489368915558,0.23544208705425262,0.2494124472141266
0.22669482231140137,0.23538413643836975,0.24851493537425995
0.22869427502155304,0.23714295029640198,0.24959324300289154
0.22654598951339722,0.23482190072536469,0.24874243140220642
0.22740498185157776,0.23530232906341553,0.2472825050354004
0.2271420955657959,0.23534278571605682,0.2485804408788681
0.22407643496990204,0.23328393697738647,0.24653232097625732
0.2238454967737198,0.2336800992488861,0.24632267653942108
0.22413159906864166,0.23329918086528778,0.24608783423900604
0.22774581611156464,0.23564663529396057,0.24846084415912628
0.2253396362066269,0.23425433039665222,0.245989590883255
0.22529737651348114,0.2335241585969925,0.2467145174741745
0.222401425242424,0.23305577039718628,0.24414671957492828
0.22120386362075806,0.23092229664325714,0.2432587593793869
0.22308404743671417,0.23202960193157196,0.24401387572288513
0.22096772491931915,0.23158858716487885,0.2430282086133957
0.22174949944019318,0.2322600781917572,0.24438385665416718
0.22068849205970764,0.23127204179763794,0.24159930646419525
0.21962805092334747,0.23035065829753876,0.24030885100364685
0.22162982821464539,0.2318306416273117,0.2422383725643158
0.2229631543159485,0.2327258288860321,0.24277882277965546
0.2210620939731598,0.23094476759433746,0.2412954419851303
0.22170740365982056,0.2313947230577469,0.24149447679519653
0.22113613784313202,0.2315252423286438,0.24169132113456726
0.2195005565881729,0.23066388070583344,0.23937515914440155
0.21749268472194672,0.22888873517513275,0.23821640014648438
0.22225244343280792,0.2333725392818451,0.2433445304632187
0.22017844021320343,0.23011420667171478,0.2413092851638794
0.21993178129196167,0.23085924983024597,0.24119840562343597
0.22353608906269073,0.2343323826789856,0.2464224100112915
0.21995419263839722,0.23031269013881683,0.24017633497714996
0.22180858254432678,0.23126789927482605,0.24153216183185577
0.22227446734905243,0.2320421189069748,0.24312999844551086
0.2195456475019455,0.23033902049064636,0.2396327257156372
0.21725349128246307,0.22844882309436798,0.23538541793823242
0.21597717702388763,0.2277808040380478,0.2344011664390564
0.21425943076610565,0.225894957780838,0.2346295863389969
0.219246968626976,0.23136742413043976,0.2411157339811325
