Milk1, 0.86617997
Milk2, 0.83698136
Milk3, 0.86630087
Conductivity1, 0.86419111
Conductivity2, 0.86094086
Conductivity3, 0.96728862
Fat1, 0.89246519
Fat2, 0.95446703
Fat3, 0.90941365
Protein1, 0.83149335
Protein2, 0.92618793
Protein3, 0.81279457
Lactose1, 0.34929923
Lactose2, 0.51196457
Lactose3, 0.57814712
