Milk1, 0.87238868
Milk2, 0.81191577
Milk3, 0.86177707
Conductivity1, 0.86810861
Conductivity2, 0.85833872
Conductivity3, 0.967424
Fat1, 0.89507561
Fat2, 0.95335214
Fat3, 0.90721928
Protein1, 0.84090793
Protein2, 0.9335557
Protein3, 0.82582625
Lactose1, 0.59642022
Lactose2, 0.54690607
Lactose3, 0.63436659
