Milk1, 0.8634586
Milk2, 0.85288705
Milk3, 0.84869276
Conductivity1, 0.8526902
Conductivity2, 0.85616254
Conductivity3, 0.96711925
Fat1, 0.89085442
Fat2, 0.95152027
Fat3, 0.90547597
Protein1, 0.8592142
Protein2, 0.93212559
Protein3, 0.84378061
Lactose1, 0.59999994
Lactose2, 0.59242285
Lactose3, 0.69440586
