Milk1, 0.86543072
Milk2, 0.86096278
Milk3, 0.85866382
Conductivity1, 0.84695978
Conductivity2, 0.82890942
Conductivity3, 0.9628569
Fat1, 0.88147212
Fat2, 0.94539744
Fat3, 0.90211702
Protein1, 0.84968416
Protein2, 0.93284948
Protein3, 0.83413868
Lactose1, 0.64016347
Lactose2, 0.62773776
Lactose3, 0.68124273
